201
0.0 3.4760268226145414  157519610.89468572 55483592.45010962
0.0 3.3136175460974924  163192787.9524428 63515120.642585084
0.0 3.150094967993344  169437296.97664374 72555459.77003199
0.0 2.9866861269419704  176186712.273461 82625837.91984099
0.0 2.8239259865376365  183325324.51165226 93734288.94676802
0.0 2.6631813535544095  190675454.60389885 105812935.80043104
0.0 2.5056848562691854  197947370.948731 118643099.42654829
0.0 2.352645419628833  204759252.15020633 131861100.06617787
0.0 2.2054316643742307  210681340.39696884 144880490.68252355
0.0 2.0648290167111987  215348272.01353776 157078787.66814053
0.0 1.9314734564097984  218500327.0935055 167801399.5858329
0.0 1.805755743284494  220154588.8223981 176601567.35614735
0.0 1.688225187700314  220607962.79660645 183313380.18321022
0.0 1.5789414496786351  220397510.32435465 188218536.23974097
0.0 1.477590402616093  220064783.322464 191834590.95571688
0.0 1.3834301086050365  220079169.2595697 194762415.6844139
0.0 1.2955746094547627  220811487.46875733 197571057.38032
0.0 1.2128490739009612  222544141.08215344 200766879.8436886
0.0 1.1337983521477195  225463296.09115392 204803432.26772374
0.0 1.057527464663946  229550754.69032153 209898095.44658148
0.0 0.9832273350315874  234677143.56655866 216072157.75967574
0.0 0.910185922726221  240676224.3154479 223271591.04252118
0.0 0.8380182023429117  247200549.26967078 231216251.99970618
0.0 0.7665924253955452  253865308.59812817 239480850.21021783
0.0 0.6957679447196794  260408870.3861449 247707236.4432726
0.0 0.625493118000245  266634777.35793266 255623581.52435544
0.0 0.5559346681208169  272383272.11374325 262981222.39368093
0.0 0.4872011234688254  277660904.7918099 269696190.4867804
0.0 0.42035102244673306  282597869.7674818 275845773.0971052
0.0 0.3563652987895045  287365545.61084384 281594637.203563
0.0 0.2964634402456672  292162990.7152609 287135714.69962436
0.0 0.24183087239572504  297323865.325302 292822513.15515524
0.0 0.1936841851560873  303169457.96548146 299014696.6719376
0.0 0.15269159971699278  310009170.7098317 306072917.3211673
0.0 0.11906045593889772  318102266.7441599 314290610.2500255
0.0 0.09242887821248488  327807024.1539374 324047948.80060357
0.0 0.07224484287116846  339544291.9813613 335799704.3707167
0.0 0.05761985398927609  353603097.2174267 349843129.6944372
0.0 0.04744072053263656  370617134.8256391 366800796.6767075
0.0 0.04042288116310935  391386018.16996896 387474030.74471825
0.0 0.035440533069075644  416785691.60818094 412719031.5902206
0.0 0.03169577455431872  448137851.4355031 443852522.95018154
0.0 0.02874806937556861  487047645.2732036 482506982.3740945
0.0 0.02638509795144015  535766022.59318084 530972259.7494966
0.0 0.024489225747869055  597779799.2807481 592791567.8891946
0.0 0.023010425127418865  676620833.3952136 671643474.2810065
0.0 0.02192112746832685  771032802.5422697 766321572.697502
0.0 0.02108205351191656  878686943.9043677 874326221.9648923
0.0 0.020406383187251447  1001254945.0594769 997210350.8836585
0.0 0.01966169067894509  1141864430.597325 1138091186.8148456
0.0 0.01845260097525033  1301383569.0549986 1297829580.3556356
0.0 0.016287883890453284  1484307633.6582134 1480934903.9165094
0.0 0.012911040711993034  1692440890.074207 1689242934.5976462
0.0 0.009115354181747958  1930153816.0964122 1927137094.1098497
0.0 0.006777054695914794  2201664908.9694343 2198849600.9893813
0.0 0.006272635329328091  2512457700.0977583 2509844597.079052
0.0 0.006245533240394546  2866252451.7527213 2863821079.9856167
0.0 0.006225620579688987  3270483879.9027476 3268219511.2562866
0.0 0.006183998311835951  3728709126.2463202 3726608921.013502
0.0 0.00609866752052997  4250917012.355417 4248967894.076528
0.0 0.005928998881210217  4847286943.784065 4845453396.287098
0.0 0.005605528642471298  5527762335.066083 5526013360.306592
0.0 0.005027182805144671  6303984341.76856 6302316336.998907
0.0 0.004090753958003864  7189410517.261595 7187832282.723135
0.0 0.002790382084764978  8200714358.471719 8199348959.3088455
0.0 0.0013902615805247644  9354434997.404804 9353584171.35278
